State,County_FIPS,Nearby_Station_Identifiers_(USAF_WBAN),County_Name
MI,26003,72019854813|72019899999|7254084881|72540899999|72628494836|72628499999|72639999999|72737699999|72743094850|72743099999|72743199999|72743899999|99726299999|99773999999|99798299999|9999994856|99999914838|99999914851|99999914859|99999954810,Alger County
GA,13209,720951330|720962337|72096299999|721035352|72213463822|72213499999|72213513870|72221763881|72221799999|722691366|72269199999|72316013870|99999913870,Montgomery County
MT,30087,72667524037|74230024037|99999924037|99999924040,Rosebud County
MO,29025,721045354|72104599999|7244603947|72446113988|72446313988|72446399999|72446453916|72446499999|72540099999|9999993947|99999913301|99999913982|99999913988,Caldwell County
NE,31137,72552614905|72552699999|72562414994|72562499999|7256284935|72562899999|72563499999|99999914994,Phelps County
MS,28021,720787278|720932317|72235413927|72235499999|72235593999|7223573961|72235799999|99999913956|99999913979|99999993999,Claiborne County
WI,55041,72312314886|72312399999|7264044865|72640499999|72650454838|72650499999|7266264864|72662699999|7274154803|72741599999,Forest County
IA,19051,7203094947|72030999999|72035154919|72035199999|72227454939|72546514950|7264984925|72649899999|99999914948|99999914950,Davis County
AR,5097,72017253996|72017299999|720394428|72039499999|7234153962|72341599999|72343553921|72343599999|999999100|99999953921,Montgomery County
AR,5077,72205453959|72205499999|72341613925|72341699999|74909699999,Lee County
TX,48425,72028653977|72028699999|72029553972|72029599999|72032053981|72032099999|72210299999|722231357|72223199999|72247953907|72247999999|7225933985|72259399999|72259513911|72259613961|72259793985|7226003969|72260099999|74739013961|74901999999|9999993943|9999993944|9999993969|99999993904,Somervell County
VA,51159,7202853734|72028599999|7202973730|72029799999|720501155|72050199999|72308493775|72308499999|72308899999|72401013740|72402993775|72402999999|7240333706|72403399999|72403513773|72404899999|72404999999|99729899999|99730499999|99730899999|99778699999|99801799999|99999913740|99999913742|99999913760|99999913773,Richmond County
GA,13319,72030099999|72034863886|72034899999|720951330|720962337|72096299999|7221703813|72217513860|72217599999|72221763881|72221799999|74949699999|9999993813,Wilkinson County
IA,19147,72064399999|7254574904|72545799999|72549094933|72549099999|7254964976|72549699999|72649994971|72649999999|72650014972|72650099999,Palo Alto County
KY,21055,72044399999|720447437|72045399999|72423853886|72423899999|7243503816|7467153816|74907799999|999999421|9999993816,Crittenden County
IA,19073,72041254943|72041299999|7254664938|7254684910|72546899999|72547294989|72547299999|7254784920|72547899999|7254864906|72548699999|72549094933|72549099999|72549894998|72549899999,Greene County
OK,40151,72205253933|72205299999|72215253957,Woods County
TX,48237,72026153976|72026199999|72030553964|72030599999|72031853965|72031899999|72040399999|720404134|72040499999|72062299999|72259793985|74901999999|9999993943|9999993944|99999993903|A05735209,Jack County
NE,31039,720405436|72040599999|720942323|72224154925|72224199999|72552794978|72552799999|72556014941|7255644924|72556499999|72556594951|72556599999|72558099999|99999914941,Cuming County
MN,27029,72745394967|7275054929|72750599999|72755014958|72755099999,Clearwater County
CA,6049,72595099999|72595894299|72595899999,Modoc County
KS,20029,72281953989|72458013984|7245863919|72458613922|9999993919|99999913984,Cloud County
SD,46033,72651399999|72651494032|72651499999|72662024090|72662524006|72662599999|99999924026,Custer County
MT,30021,72667624087|72667699999|72768794028|72768799999,Dawson County
OK,40075,72035463901|72035613999|7205583977|722368364|72236899999|72352013902|72352099999|72352593986|7235263932|72352699999|7235283981|72352899999|72355013945|72355099999|7235753950|72357599999|74909399999|99999913902|99999913945|99999913999|99999993986,Kiowa County
MO,29125,72048999999|720949329|72442013997|7244503945|72445613997|7244573938|72445799999|7244583963|72445899999|72445953931|72445999999|9999993938|9999993945|99999913997|99999923909,Maries County
SC,45005,720601193|720602194|720609201|72060999999|72221699999|72311553854|72311599999|74909099999|99999953854|99999963826,Allendale County
GA,13165,72030163846|72030199999|720951330|72213463822|72213499999|7221803820|72218113837|72218199999|722691366|72269199999|74780563818|74780599999|74908199999|9999993820,Jenkins County
VA,51115,7202853734|72028599999|7202973730|72029799999|720499154|720501155|72050199999|72307513769|72307699999|72308013737|72308513750|72308693741|72308699999|72308793735|72308799999|72308899999|72401993773|72401999999|72402599999|7240263716|72402699999|72402799999|72402899999|72404999999|74598013702|74598099999|99371199999|99729999999|99730499999|99730599999|99730899999|99731399999|99731599999|99737199999|99769199999|99769399999|99770899999|99778299999|99778399999|99778699999|99785299999|99801799999|99824599999|9999993739|99999913737|99999913742|99999913750|99999913769|99999993731|99999993735,Mathews County
KY,21077,72421093814|72423353841|72423399999|99999963838|99999993814,Gallatin County
TX,48009,72031853965|72031899999|72040399999|720404134|72040499999|72351013966|72351399999|99999913966,Archer County
KY,21091,72044399999|72045199999|72423753803|72423799999|72423853886|72423899999|72424013807|72424099999|999999421,Hancock County
WV,54095,72032863832|72032899999|7241753802|72417599999|7242713804|7242733804|72427599999|99999913867,Tyler County
ID,16035,7257844109|72578499999,Clearwater County
MS,28157,7223573961|72235799999|72235893919|99999993919,Wilkinson County
MO,29033,72040299999|72048399999|721045354|72104599999|722367363|72236799999|72446453916|72446499999|72446713930|72446799999|99999913301|99999913930|99999913982|99999913991,Carroll County
GA,13315,72030099999|720712250|720948328|720962337|72096299999|721033350|721035352|72206263842|72206299999|72217513860|72217599999|72221763881|72221799999|99999913815,Wilcox County
IN,18007,720961336|72438614835|744660388|99999914835,Benton County
NE,31045,72563524044|72563599999|72563624017|72563699999|72563799999|99999924017|99999994077,Dawes County
IA,19133,7220974936|72209799999|7254774917|72547799999|72553099999|72557014943|99999914943,Monona County
GA,13273,72025763835|72025799999|720948328|72216013869|72216099999|72218499999|9999993874|99999913815|99999913869|99999963828|99999963829,Terrell County
MO,29137,720476455|72048299999|72048499999|7244503945|72445599999|9999993945|99999913983,Monroe County
TX,48501,7221073056|72210799999,Yoakum County
KS,20205,720426141|72450713981|72451993967|72451999999|7454313998|74543199999|74909299999|74909999999|99999913981,Wilson County
WV,54015,72036663879|72036699999|7241203872|72414013866|9999993872|99999913866|A0001263879,Clay County
FL,12067,72212012833|72222453862|72222499999|74908499999|99465099999|99999912833|A0000953862,Lafayette County
WY,56031,72068499999|72564799999|72564899999|72564999999|72568124019|72568524019|72576394053|72576399999|99999924019,Platte County
AK,2220,70371025333|70371599999|70383025310|99717199999|99826899999|99999925310|99999925333|99999925379,Sitka City and Borough
IA,19117,7203124964|72031299999|72035154919|72035199999|72070154942|72070199999|72227454939|72546014933|7254644977|72546499999|72546514950|7254664938|72546699999|7254694913|72546999999|7254934962|72549399999|72549994991|72549999999|99999914933|99999914948|99999914950|99999914993|99999954902,Lucas County
MT,30057,72679524161|72679624138|72679724132|72679999999|72770024138|99999924132|99999924138|99999924161,Madison County
KY,21223,72421093814|72423093821|72423353841|72423399999|72423513810|72423599999|99999963838|99999993814|99999993821,Trimble County
WY,56019,720969341|72096999999|72665494054|72665499999|72670499999,Johnson County
NC,37075,72025963844|72025999999|72217763811|72217799999|72304899999|A0000363844,Graham County
GA,13141,72028963836|72028999999|72029453898|72029499999|72030099999|72034763877|72034799999|72034863886|72034899999|72221763881|72221799999|74949699999|99999963850,Hancock County
WV,54017,72032863832|72032899999|72036663879|72036699999|7241753802|72417599999|72417613736|7242713804|7242733804|99999913736|99999913867|A0001263879,Doddridge County
NE,31027,72224154925|72224199999|72556014941|74445099999|99999914941,Cedar County
LA,22081,720739268|72231953943|72231999999|72248013957|72248453905|72248499999|72248513944|72248599999|99999913944|99999913957,Red River Parish
GA,13197,720948328|72095999999|72218499999|72225013829|72225099999|72225593842|74780663809|74780699999|9999993874|99999913829|99999993842,Marion County
TX,48193,72015099999|720647229|722231357|72223199999|722323362|72232399999|72256353952|72256399999|7225703933|72257099999|7225723933|7225753972|72257599999|7225763902|72257699999|7226003969|72260099999|72266693943|72266699999|74735553997|74735599999|74901699999|74901799999|9999993969,Hamilton County
MO,29081,72047599999|72446453916|72446499999|72540099999|99999913982,Harrison County
NE,31107,7255664957|72556699999|72652099999|74445099999,Knox County
WV,54075,72032863832|72032899999|72036663879|72036699999|72412699999|72412753801|72412799999|72417013729|99999913729|A0001263879,Pocahontas County
ND,38057,720866292|72089599999|72101399999|72101499999|72101599999|72101699999|72101899999|72765099999|72767794041|72767799999|99999994041,Mercer County
MI,26013,72743094850|72743099999|72743199999|72743899999|72744014858|72744899999|99726299999|99773299999|99779599999|99798899999|99817699999|99999914838|99999914858,Baraga County
FL,12077,72094599999|720964338|72214093805|72220012832|72220099999|72224099999|7222453882|72224599999|72473999999|74775013846|74775099999|74775699999|7477603818|74908799999|99404599999|99408699999|99436099999|99799299999|99819999999|9999993818|99999912832|99999993805,Liberty County
SD,46125,71168099999|720624211|72651014944|72652594911|72652599999|9999994990|99999914944,Turner County
GA,13003,720392128|72039299999|720712250|721033350|721035352|72206263842|72206299999|72213013861|72213099999|72213513870|72216693845|72216699999|72316013870|74781013857|74781099999|99999913870|99999993845,Atkinson County
KY,21023,72045299999|720456146|72421093814|99999993814,Bracken County
AK,2158,70200526647|70200599999|70209199999|702628105|70262899999|70305626635|70305699999,Kusilvak Census Area
MO,29061,721045354|72104599999|72446453916|72446499999|72540099999|99999913301|99999913982,Daviess County
WV,54101,72032863832|72032899999|72036663879|72036699999|72412753801|72412799999|72417013729|99999913729|A0001263879,Webster County
MI,26135,7220934878|72209399999|72288899999|7254074854|72540799999|72634099999|72638094814|72639094849|72639399999|72639514808|72639599999|72639799999|72639899999|99406499999|99406599999|99735999999|9999994854|99999914808|99999914814|99999954854|99999994814|99999994849,Oscoda County
TX,48083,720771276|72266013962|72266693943|72266699999|72362893942|72362899999,Coleman County
MS,28009,72054153806|72054199999|72058899999|720924311|72092499999|72216513815|72216563808|72216599999|72330193862|72330393862|72330599999|72332093862|99999923803,Benton County
NM,35037,72201899999|72367623048|72367699999|99999923048|99999953008,Quay County
TX,48405,72029653945|72029699999|72244693987|72249953948|72249999999|99999993987,San Augustine County
TX,48335,7202713044|72027199999|7221223050|72212299999|72219223033|72219299999|72265523005|72265723041|74735099999|74916299999|9999993072,Mitchell County
AR,5099,720394428|72039499999|72341813977|72341993992|723425373|72342599999|74910099999|999999100|99999993992,Nevada County
MN,27101,72036854924|72200654926|72200699999|72234254931|72234299999|72655614992|72655699999|72655994976|72655999999|7265664965|72656699999|72658794927|72658799999|7265934946|72659399999|7275064952|72750699999,Murray County
KY,21143,72044399999|720447437|72045399999|7243503816|74671013806|74671099999|7467153816|74907799999|999999421|9999993816|99999913806,Lyon County
AL,1063,72228693806|72228699999|7222903881|72229099999|9999993881|99999963858|99999963892|99999963893|99999973801|99999993806|A51255445,Greene County
IN,18171,72438614835|744660388|99999914835,Warren County
GA,13253,72025763835|72025799999|72026853882|72026899999|74907899999|99999953882|99999963828|99999963829,Seminole County
KS,20031,72200599999|72450713981|72455613989|72455699999|72456513920|72456599999|99999913920|99999913981|99999913989|99999913990,Coffey County
MO,29203,72348099999|72348453901|72348499999|99999923909,Shannon County
MS,28019,72070853849|720769275|72076999999|72234499999|72235913978|72330753893|72330799999|74758013978|74907999999|99999913978,Choctaw County
TN,47083,7220723894|72207299999|72278199999|72327199999|72327599999|7232803894|74672099999,Houston County
